clean_file,enhanced_file,sampling_rate,PESQ_Noisy,SI_SDR_Noisy,STOI_Noisy,DNSMOS_p808_mos_Noisy,DNSMOS_mos_sig_Noisy,DNSMOS_mos_bak_Noisy,DNSMOS_mos_ovr_Noisy,source_file,enhanced_file_GTCRN,sampling_rate_GTCRN,PESQ_GTCRN,SI_SDR_GTCRN,STOI_GTCRN,DNSMOS_p808_mos_GTCRN,DNSMOS_mos_sig_GTCRN,DNSMOS_mos_bak_GTCRN,DNSMOS_mos_ovr_GTCRN,source_file_GTCRN,enhanced_file_GTCRN_SS,sampling_rate_GTCRN_SS,PESQ_GTCRN_SS,SI_SDR_GTCRN_SS,STOI_GTCRN_SS,DNSMOS_p808_mos_GTCRN_SS,DNSMOS_mos_sig_GTCRN_SS,DNSMOS_mos_bak_GTCRN_SS,DNSMOS_mos_ovr_GTCRN_SS,source_file_GTCRN_SS,enhanced_file_GTCRN_WF,sampling_rate_GTCRN_WF,PESQ_GTCRN_WF,SI_SDR_GTCRN_WF,STOI_GTCRN_WF,DNSMOS_p808_mos_GTCRN_WF,DNSMOS_mos_sig_GTCRN_WF,DNSMOS_mos_bak_GTCRN_WF,DNSMOS_mos_ovr_GTCRN_WF,source_file_GTCRN_WF,noise_category
p092_emo_confusion_freeform,BASELINE_p092_emo_confusion_freeform_NOIZEUS_NOISE_DATASET_Construction_Trucks_Unloading_SNR[5]dB,16000,1.1362409591674805,5.014190196990967,0.6730671525001526,2.3884407792772566,4.057254154326409,1.7925783631554346,2.395434734256064,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_confusion_freeform_NOIZEUS_NOISE_DATASET_Construction_Trucks_Unloading_SNR[5]dB_CLN-p092_emo_confusion_freeform.csv,GTCRN_p092_emo_confusion_freeform_Noise Recordings_Inside Flight_SNR[5]dB,16000,1.918831825256348,12.423123359680176,0.722101628780365,3.144176278795515,4.160976406091892,3.961885950331853,3.5608026272797155,GTCRN_NOIZEUS_EARS_metrics.csv_ENH-GTCRN_p092_emo_confusion_freeform_Noise Recordings_Inside Flight_SNR[5]dB_CLN-p092_emo_confusion_freeform.csv,GTCRN+SS_p092_emo_confusion_freeform_Noise Recordings_Construction_Trucks_Unloading_SNR[5]dB,16000,1.5945874452590942,10.712952613830566,0.688725471496582,2.8385325840541293,4.06903230305028,3.840531799874768,3.460581435096287,GTCRN_SS_NOIZEUS_EARS_metrics.csv_ENH-GTCRN+SS_p092_emo_confusion_freeform_Noise Recordings_Construction_Trucks_Unloading_SNR[5]dB_CLN-p092_emo_confusion_freeform.csv,GTCRNWF_25ms_quality_p092_emo_confusion_freeform_NOIZEUS_NOISE_DATASET_Construction_Trucks_Unloading_SNR[5]dB.wav,16000,1.5128357410430908,10.510014533996582,0.6825366616249084,2.9272997038705006,3.792488147820361,3.4794412040656284,3.080417145838097,GTCRNWF_EXP3p2a_25ms_quality_data_ENH-GTCRNWF_25ms_quality_p092_emo_confusion_freeform_NOIZEUS_NOISE_DATASET_Construction_Trucks_Unloading_SNR[5]dB_CLN-p092_emo_confusion_freeform.csv,Construction
p092_emo_confusion_sentences,BASELINE_p092_emo_confusion_sentences_NOIZEUS_NOISE_DATASET_Inside Flight_SNR[5]dB,16000,1.3481749296188354,4.986920356750488,0.5006161332130432,2.8088293075561523,3.965553456510679,2.47846623532828,2.6571909384516785,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_confusion_sentences_NOIZEUS_NOISE_DATASET_Inside Flight_SNR[5]dB_CLN-p092_emo_confusion_sentences.csv,GTCRN_p092_emo_confusion_sentences_Noise Recordings_Inside Train_1_SNR[5]dB,16000,2.019969701766968,13.902554512023926,0.533235490322113,3.0219593048095703,3.3597650945269817,3.975876494567076,2.9831660608404333,GTCRN_NOIZEUS_EARS_metrics.csv_ENH-GTCRN_p092_emo_confusion_sentences_Noise Recordings_Inside Train_1_SNR[5]dB_CLN-p092_emo_confusion_sentences.csv,GTCRN+SS_p092_emo_confusion_sentences_Noise Recordings_Inside Flight_SNR[5]dB,16000,2.4371376037597656,13.300113677978516,0.5769690275192261,3.1600944995880127,3.838761244846848,4.579159770322248,3.5980256101468227,GTCRN_SS_NOIZEUS_EARS_metrics.csv_ENH-GTCRN+SS_p092_emo_confusion_sentences_Noise Recordings_Inside Flight_SNR[5]dB_CLN-p092_emo_confusion_sentences.csv,GTCRNWF_25ms_quality_p092_emo_confusion_sentences_NOIZEUS_NOISE_DATASET_Inside Flight_SNR[5]dB.wav,16000,2.305363655090332,12.90056324005127,0.5844666361808777,3.1022987365722656,3.883523620240848,4.675868800670354,3.688220479552854,GTCRNWF_EXP3p2a_25ms_quality_data_ENH-GTCRNWF_25ms_quality_p092_emo_confusion_sentences_NOIZEUS_NOISE_DATASET_Inside Flight_SNR[5]dB_CLN-p092_emo_confusion_sentences.csv,Flight
p092_emo_contentment_freeform,BASELINE_p092_emo_contentment_freeform_NOIZEUS_NOISE_DATASET_Inside Train_1_SNR[5]dB,16000,1.144642353057861,4.993890285491943,0.7538378834724426,2.917049748556954,3.951794630141464,2.3571005951877666,2.633090251017413,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_contentment_freeform_NOIZEUS_NOISE_DATASET_Inside Train_1_SNR[5]dB_CLN-p092_emo_contentment_freeform.csv,GTCRN_p092_emo_contentment_freeform_Noise Recordings_Inside Train_2_SNR[5]dB,16000,1.8132033348083496,10.741534233093262,0.8190769553184509,3.659267391477312,3.524043091800117,2.893484429077702,2.6063749773026705,GTCRN_NOIZEUS_EARS_metrics.csv_ENH-GTCRN_p092_emo_contentment_freeform_Noise Recordings_Inside Train_2_SNR[5]dB_CLN-p092_emo_contentment_freeform.csv,GTCRN+SS_p092_emo_contentment_freeform_Noise Recordings_Inside Train_1_SNR[5]dB,16000,1.818552732467652,11.583075523376465,0.8107544183731079,3.6263742787497386,4.016852551828194,3.94099702282236,3.431493479878099,GTCRN_SS_NOIZEUS_EARS_metrics.csv_ENH-GTCRN+SS_p092_emo_contentment_freeform_Noise Recordings_Inside Train_1_SNR[5]dB_CLN-p092_emo_contentment_freeform.csv,GTCRNWF_25ms_quality_p092_emo_contentment_freeform_NOIZEUS_NOISE_DATASET_Inside Train_1_SNR[5]dB.wav,16000,1.6807310581207275,10.41486644744873,0.8020304441452026,3.6585077217647006,4.034656239230997,3.936753244353355,3.481564974448761,GTCRNWF_EXP3p2a_25ms_quality_data_ENH-GTCRNWF_25ms_quality_p092_emo_contentment_freeform_NOIZEUS_NOISE_DATASET_Inside Train_1_SNR[5]dB_CLN-p092_emo_contentment_freeform.csv,Train
p092_emo_contentment_sentences,BASELINE_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_Inside Train_2_SNR[5]dB,16000,1.2281261682510376,4.944716453552246,0.7432219386100769,2.87857985496521,3.6920945206636895,2.241140155166131,2.360782563172789,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_Inside Train_2_SNR[5]dB_CLN-p092_emo_contentment_sentences.csv,GTCRN_p092_emo_contentment_sentences_Noise Recordings_Inside Train_3_SNR[5]dB,16000,1.595847249031067,11.694997787475586,0.7729394435882568,3.52134108543396,3.325536515402776,3.5312859510095773,2.808040724880809,GTCRN_NOIZEUS_EARS_metrics.csv_ENH-GTCRN_p092_emo_contentment_sentences_Noise Recordings_Inside Train_3_SNR[5]dB_CLN-p092_emo_contentment_sentences.csv,GTCRN+SS_p092_emo_contentment_sentences_Noise Recordings_Inside Train_2_SNR[5]dB,16000,1.8479571342468264,11.948102951049805,0.7829607129096985,3.4670331478118896,3.4669387823647,3.9661671717319904,3.0203336104770084,GTCRN_SS_NOIZEUS_EARS_metrics.csv_ENH-GTCRN+SS_p092_emo_contentment_sentences_Noise Recordings_Inside Train_2_SNR[5]dB_CLN-p092_emo_contentment_sentences.csv,GTCRNWF_25ms_quality_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_Inside Train_2_SNR[5]dB.wav,16000,1.7645087242126465,11.24234676361084,0.7606556415557861,3.449369668960572,3.438494029845484,3.723335744323229,2.94129141521889,GTCRNWF_EXP3p2a_25ms_quality_data_ENH-GTCRNWF_25ms_quality_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_Inside Train_2_SNR[5]dB_CLN-p092_emo_contentment_sentences.csv,Train
p092_emo_cuteness_freeform,BASELINE_p092_emo_cuteness_freeform_NOIZEUS_NOISE_DATASET_Inside Train_3_SNR[5]dB,16000,1.1110844612121582,5.008038520812988,0.6462132930755615,2.6366936683654787,4.193130961490691,2.101252993051141,2.4852800088022136,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_cuteness_freeform_NOIZEUS_NOISE_DATASET_Inside Train_3_SNR[5]dB_CLN-p092_emo_cuteness_freeform.csv,GTCRN_p092_emo_cuteness_freeform_Noise Recordings_PC Fan Noise_SNR[5]dB,16000,1.7926936149597168,12.955244064331056,0.6679540872573853,2.6561138153076174,3.4539725007520814,3.924388896183145,3.003022828332848,GTCRN_NOIZEUS_EARS_metrics.csv_ENH-GTCRN_p092_emo_cuteness_freeform_Noise Recordings_PC Fan Noise_SNR[5]dB_CLN-p092_emo_cuteness_freeform.csv,GTCRN+SS_p092_emo_cuteness_freeform_Noise Recordings_Inside Train_3_SNR[5]dB,16000,1.2171928882598877,4.284661769866943,0.5629444122314453,2.685825729370117,2.6853938061623173,3.079994167423989,2.211076240391677,GTCRN_SS_NOIZEUS_EARS_metrics.csv_ENH-GTCRN+SS_p092_emo_cuteness_freeform_Noise Recordings_Inside Train_3_SNR[5]dB_CLN-p092_emo_cuteness_freeform.csv,GTCRNWF_25ms_quality_p092_emo_cuteness_freeform_NOIZEUS_NOISE_DATASET_Inside Train_3_SNR[5]dB.wav,16000,1.22496235370636,4.355180263519287,0.552022397518158,2.6531885147094725,2.7103664798223708,3.0906601525907345,2.213762808988774,GTCRNWF_EXP3p2a_25ms_quality_data_ENH-GTCRNWF_25ms_quality_p092_emo_cuteness_freeform_NOIZEUS_NOISE_DATASET_Inside Train_3_SNR[5]dB_CLN-p092_emo_cuteness_freeform.csv,Train
p092_emo_cuteness_sentences,BASELINE_p092_emo_cuteness_sentences_NOIZEUS_NOISE_DATASET_PC Fan Noise_SNR[5]dB,16000,1.1085968017578125,5.000204563140869,0.7359492182731628,2.659536838531494,4.170729586244379,2.418429816895064,2.810385284406732,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_cuteness_sentences_NOIZEUS_NOISE_DATASET_PC Fan Noise_SNR[5]dB_CLN-p092_emo_cuteness_sentences.csv,GTCRN_p092_emo_cuteness_sentences_Noise Recordings_SSN_IEEE_SNR[5]dB,16000,1.479744791984558,8.340773582458496,0.638659656047821,2.740087151527405,3.3972160075856834,3.6728111458129495,2.9342536580738003,GTCRN_NOIZEUS_EARS_metrics.csv_ENH-GTCRN_p092_emo_cuteness_sentences_Noise Recordings_SSN_IEEE_SNR[5]dB_CLN-p092_emo_cuteness_sentences.csv,GTCRN+SS_p092_emo_cuteness_sentences_Noise Recordings_PC Fan Noise_SNR[5]dB,16000,2.058822631835937,16.301490783691406,0.7290461659431458,2.718216300010681,4.023065092026429,4.083466564428613,3.556839942805752,GTCRN_SS_NOIZEUS_EARS_metrics.csv_ENH-GTCRN+SS_p092_emo_cuteness_sentences_Noise Recordings_PC Fan Noise_SNR[5]dB_CLN-p092_emo_cuteness_sentences.csv,GTCRNWF_25ms_quality_p092_emo_cuteness_sentences_NOIZEUS_NOISE_DATASET_PC Fan Noise_SNR[5]dB.wav,16000,1.9562749862670896,16.37990951538086,0.7168972492218018,2.748479962348938,4.150589701163462,3.911405269799505,3.565687155470882,GTCRNWF_EXP3p2a_25ms_quality_data_ENH-GTCRNWF_25ms_quality_p092_emo_cuteness_sentences_NOIZEUS_NOISE_DATASET_PC Fan Noise_SNR[5]dB_CLN-p092_emo_cuteness_sentences.csv,Stationary
p092_emo_desire_freeform,BASELINE_p092_emo_desire_freeform_NOIZEUS_NOISE_DATASET_SSN_IEEE_SNR[5]dB,16000,1.089728593826294,5.002087593078613,0.702524721622467,2.5243990421295166,3.914153375592317,2.0925459594136924,2.4183726965319354,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_desire_freeform_NOIZEUS_NOISE_DATASET_SSN_IEEE_SNR[5]dB_CLN-p092_emo_desire_freeform.csv,GTCRN_p092_emo_desire_freeform_Noise Recordings_Street Noise_SNR[5]dB,16000,1.5471835136413574,10.374232292175291,0.7372520565986633,2.938867251078288,2.267402393691297,3.220027127256021,1.895816180631448,GTCRN_NOIZEUS_EARS_metrics.csv_ENH-GTCRN_p092_emo_desire_freeform_Noise Recordings_Street Noise_SNR[5]dB_CLN-p092_emo_desire_freeform.csv,GTCRN+SS_p092_emo_desire_freeform_Noise Recordings_SSN_IEEE_SNR[5]dB,16000,1.5019681453704834,10.115838050842283,0.7344004511833191,3.1545881827672324,2.950330306946222,3.807386537976008,2.5752881506374847,GTCRN_SS_NOIZEUS_EARS_metrics.csv_ENH-GTCRN+SS_p092_emo_desire_freeform_Noise Recordings_SSN_IEEE_SNR[5]dB_CLN-p092_emo_desire_freeform.csv,GTCRNWF_25ms_quality_p092_emo_desire_freeform_NOIZEUS_NOISE_DATASET_SSN_IEEE_SNR[5]dB.wav,16000,1.422844648361206,10.260087013244627,0.7280363440513611,3.1426901817321777,2.8540625929442154,3.763137110888986,2.525506993974701,GTCRNWF_EXP3p2a_25ms_quality_data_ENH-GTCRNWF_25ms_quality_p092_emo_desire_freeform_NOIZEUS_NOISE_DATASET_SSN_IEEE_SNR[5]dB_CLN-p092_emo_desire_freeform.csv,Stationary
p092_emo_desire_sentences,BASELINE_p092_emo_desire_sentences_NOIZEUS_NOISE_DATASET_Street Noise_SNR[5]dB,16000,1.2084531784057615,4.996852874755859,0.6806891560554504,2.6312081813812256,3.811826219224997,2.48911054911319,2.5077782842719087,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_desire_sentences_NOIZEUS_NOISE_DATASET_Street Noise_SNR[5]dB_CLN-p092_emo_desire_sentences.csv,GTCRN_p092_emo_desire_sentences_Noise Recordings_Street Noise_downtown_SNR[5]dB,16000,1.6268560886383057,12.505764961242676,0.7363725900650024,3.4079657395680747,3.610594359401312,3.590835701026384,2.976581411700729,GTCRN_NOIZEUS_EARS_metrics.csv_ENH-GTCRN_p092_emo_desire_sentences_Noise Recordings_Street Noise_downtown_SNR[5]dB_CLN-p092_emo_desire_sentences.csv,GTCRN+SS_p092_emo_desire_sentences_Noise Recordings_Street Noise_SNR[5]dB,16000,1.693758487701416,11.604686737060549,0.7321466207504272,3.436649401982625,3.27663747018137,3.477880502427556,2.722477466811154,GTCRN_SS_NOIZEUS_EARS_metrics.csv_ENH-GTCRN+SS_p092_emo_desire_sentences_Noise Recordings_Street Noise_SNR[5]dB_CLN-p092_emo_desire_sentences.csv,GTCRNWF_25ms_quality_p092_emo_desire_sentences_NOIZEUS_NOISE_DATASET_Street Noise_SNR[5]dB.wav,16000,1.529472589492798,10.30057144165039,0.7142618894577026,3.445315678914388,3.2421874532023893,3.785313845800352,2.843149273026272,GTCRNWF_EXP3p2a_25ms_quality_data_ENH-GTCRNWF_25ms_quality_p092_emo_desire_sentences_NOIZEUS_NOISE_DATASET_Street Noise_SNR[5]dB_CLN-p092_emo_desire_sentences.csv,Street
p092_emo_disappointment_freeform,BASELINE_p092_emo_disappointment_freeform_NOIZEUS_NOISE_DATASET_Street Noise_downtown_SNR[5]dB,16000,1.2262486219406128,5.009315490722656,0.7373664975166321,2.562143564224243,4.172790446837565,2.0656821754377512,2.4758848009649195,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_disappointment_freeform_NOIZEUS_NOISE_DATASET_Street Noise_downtown_SNR[5]dB_CLN-p092_emo_disappointment_freeform.csv,GTCRN_p092_emo_disappointment_freeform_Noise Recordings_Train1_SNR[5]dB,16000,1.5048953294754028,9.27743148803711,0.7682998180389404,3.3254342760358537,3.4788625725137536,3.150945704574217,2.693425809108295,GTCRN_NOIZEUS_EARS_metrics.csv_ENH-GTCRN_p092_emo_disappointment_freeform_Noise Recordings_Train1_SNR[5]dB_CLN-p092_emo_disappointment_freeform.csv,GTCRN+SS_p092_emo_disappointment_freeform_Noise Recordings_Street Noise_downtown_SNR[5]dB,16000,1.6594293117523191,11.433125495910645,0.7708871960639954,3.390805789402553,3.961964286690392,3.564879202875938,3.2509941504919224,GTCRN_SS_NOIZEUS_EARS_metrics.csv_ENH-GTCRN+SS_p092_emo_disappointment_freeform_Noise Recordings_Street Noise_downtown_SNR[5]dB_CLN-p092_emo_disappointment_freeform.csv,GTCRNWF_25ms_quality_p092_emo_disappointment_freeform_NOIZEUS_NOISE_DATASET_Street Noise_downtown_SNR[5]dB.wav,16000,1.5988527536392212,11.164607048034668,0.7633959054946899,3.4420127868652344,3.954082374141471,3.780053336253715,3.346514684124298,GTCRNWF_EXP3p2a_25ms_quality_data_ENH-GTCRNWF_25ms_quality_p092_emo_disappointment_freeform_NOIZEUS_NOISE_DATASET_Street Noise_downtown_SNR[5]dB_CLN-p092_emo_disappointment_freeform.csv,Street
p092_emo_disappointment_sentences,BASELINE_p092_emo_disappointment_sentences_NOIZEUS_NOISE_DATASET_Train1_SNR[5]dB,16000,1.163309931755066,4.996565818786621,0.6903466582298279,2.761068642139435,4.232750839077994,2.066483073987045,2.5095589654384485,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_disappointment_sentences_NOIZEUS_NOISE_DATASET_Train1_SNR[5]dB_CLN-p092_emo_disappointment_sentences.csv,GTCRN_p092_emo_disappointment_sentences_Noise Recordings_Train2_SNR[5]dB,16000,1.9455976486206048,12.42363452911377,0.7477921843528748,3.482390284538269,4.485754836041343,4.2962076252939205,4.049814164887857,GTCRN_NOIZEUS_EARS_metrics.csv_ENH-GTCRN_p092_emo_disappointment_sentences_Noise Recordings_Train2_SNR[5]dB_CLN-p092_emo_disappointment_sentences.csv,GTCRN+SS_p092_emo_disappointment_sentences_Noise Recordings_Train1_SNR[5]dB,16000,1.2887661457061768,10.694395065307615,0.7158008813858032,3.4602507948875427,4.288920868413774,4.403813089128252,3.904119281439099,GTCRN_SS_NOIZEUS_EARS_metrics.csv_ENH-GTCRN+SS_p092_emo_disappointment_sentences_Noise Recordings_Train1_SNR[5]dB_CLN-p092_emo_disappointment_sentences.csv,GTCRNWF_25ms_quality_p092_emo_disappointment_sentences_NOIZEUS_NOISE_DATASET_Train1_SNR[5]dB.wav,16000,1.231838345527649,10.157760620117188,0.712652325630188,3.6214945912361145,4.378457708319419,4.509208497624847,4.025062684430726,GTCRNWF_EXP3p2a_25ms_quality_data_ENH-GTCRNWF_25ms_quality_p092_emo_disappointment_sentences_NOIZEUS_NOISE_DATASET_Train1_SNR[5]dB_CLN-p092_emo_disappointment_sentences.csv,Train
