Phase,Test_ID,Freq_spacing,Nband,FRMSZ_ms,OVLP,Averaging,Noisefr,Floor,VAD,Noise_File,Noise_Category,Clean_File,SNR_dB,PESQ,STOI,SI_SDR,DNSMOS_mos_ovr,DNSMOS_mos_sig,DNSMOS_mos_bak,Status
1,P1_mel_-5dB_PC F,mel,8,20,75,1,1,0.3,1,PC Fan Noise.wav,Stationary,emo_contentment_sentences.wav,-5,1.6179074048995972,0.7307568192481995,8.814032554626465,2.9177578554620403,3.3353243348338504,3.9570601671855834,Success
1,P1_log_-5dB_PC F,log,8,20,75,1,1,0.3,1,PC Fan Noise.wav,Stationary,emo_contentment_sentences.wav,-5,1.751077651977539,0.7450810074806213,8.747146606445312,3.0466360026666295,3.383284101011011,4.21095967790435,Success
1,P1_linear_-5dB_PC F,linear,8,20,75,1,1,0.3,1,PC Fan Noise.wav,Stationary,emo_contentment_sentences.wav,-5,1.6625473499298096,0.7404974699020386,9.036133766174316,2.7900000881036457,3.1938417699327823,3.869707999114729,Success
1,P1_mel_-5dB_Stre,mel,8,20,75,1,1,0.3,1,Street Noise_downtown.wav,Street,emo_contentment_sentences.wav,-5,1.2143959999084473,0.5974608659744263,4.206455707550049,1.6692708298327221,2.014942135051339,2.959906418606654,Success
1,P1_log_-5dB_Stre,log,8,20,75,1,1,0.3,1,Street Noise_downtown.wav,Street,emo_contentment_sentences.wav,-5,1.214989423751831,0.5890646576881409,4.0226731300354,1.9837993812755936,2.7572620201353213,2.583046563572885,Success
1,P1_linear_-5dB_Stre,linear,8,20,75,1,1,0.3,1,Street Noise_downtown.wav,Street,emo_contentment_sentences.wav,-5,1.202324390411377,0.5903449654579163,4.085374355316162,2.468965226708033,2.844616274011688,3.6992502347512173,Success
1,P1_mel_0dB_PC F,mel,8,20,75,1,1,0.3,1,PC Fan Noise.wav,Stationary,emo_contentment_sentences.wav,0,2.0725839138031006,0.7868983149528503,11.458553314208984,3.4892764683962803,3.8178477546802743,4.460225307850638,Success
1,P1_log_0dB_PC F,log,8,20,75,1,1,0.3,1,PC Fan Noise.wav,Stationary,emo_contentment_sentences.wav,0,2.0353336334228516,0.7865123748779297,11.292448043823242,3.519730207674627,3.8890769814323924,4.484199073703353,Success
1,P1_linear_0dB_PC F,linear,8,20,75,1,1,0.3,1,PC Fan Noise.wav,Stationary,emo_contentment_sentences.wav,0,2.121546745300293,0.7939454913139343,11.751617431640625,3.9864520186757475,4.310853425984928,4.6398674477033826,Success
1,P1_mel_0dB_Stre,mel,8,20,75,1,1,0.3,1,Street Noise_downtown.wav,Street,emo_contentment_sentences.wav,0,1.4325566291809082,0.6771901249885559,8.36557388305664,3.1325369559366227,3.4841386215653984,4.304302535123116,Success
1,P1_log_0dB_Stre,log,8,20,75,1,1,0.3,1,Street Noise_downtown.wav,Street,emo_contentment_sentences.wav,0,1.3949143886566162,0.7006098628044128,7.988389015197754,2.865434889859301,3.3049703078204047,4.007058784574086,Success
1,P1_linear_0dB_Stre,linear,8,20,75,1,1,0.3,1,Street Noise_downtown.wav,Street,emo_contentment_sentences.wav,0,1.4079961776733398,0.7300004959106445,8.9313325881958,3.079313587903666,3.449122268446926,4.28617999818214,Success
1,P1_mel_5dB_PC F,mel,8,20,75,1,1,0.3,1,PC Fan Noise.wav,Stationary,emo_contentment_sentences.wav,5,2.5471115112304688,0.8275182843208313,13.452371597290039,3.785135364814615,4.120273739715357,4.5285452231986785,Success
1,P1_log_5dB_PC F,log,8,20,75,1,1,0.3,1,PC Fan Noise.wav,Stationary,emo_contentment_sentences.wav,5,2.427314281463623,0.8284018039703369,13.31263542175293,4.055245740857303,4.316292385459416,4.655466548991958,Success
1,P1_linear_5dB_PC F,linear,8,20,75,1,1,0.3,1,PC Fan Noise.wav,Stationary,emo_contentment_sentences.wav,5,2.4363136291503906,0.8185827136039734,13.457208633422852,3.9816031745467764,4.2496170195449645,4.648813126889635,Success
1,P1_mel_5dB_Stre,mel,8,20,75,1,1,0.3,1,Street Noise_downtown.wav,Street,emo_contentment_sentences.wav,5,1.5487170219421387,0.7494559288024902,11.494945526123047,2.8462778056594353,3.5506502080042046,3.361683111086102,Success
1,P1_log_5dB_Stre,log,8,20,75,1,1,0.3,1,Street Noise_downtown.wav,Street,emo_contentment_sentences.wav,5,1.6933884620666504,0.7858975529670715,11.779642105102539,3.6587509371971043,4.049293020577648,4.393387755192066,Success
1,P1_linear_5dB_Stre,linear,8,20,75,1,1,0.3,1,Street Noise_downtown.wav,Street,emo_contentment_sentences.wav,5,1.7522591352462769,0.7784432172775269,12.22927474975586,3.41779426901473,3.899240629553031,4.2731569618823055,Success
1,P1_mel_10dB_PC F,mel,8,20,75,1,1,0.3,1,PC Fan Noise.wav,Stationary,emo_contentment_sentences.wav,10,2.7594025135040283,0.8530890941619873,15.554948806762695,3.971428131645737,4.262186211467973,4.608602849180439,Success
1,P1_log_10dB_PC F,log,8,20,75,1,1,0.3,1,PC Fan Noise.wav,Stationary,emo_contentment_sentences.wav,10,2.8945114612579346,0.8548718094825745,15.030433654785156,4.041791136157957,4.3243914957291745,4.647957298398682,Success
1,P1_linear_10dB_PC F,linear,8,20,75,1,1,0.3,1,PC Fan Noise.wav,Stationary,emo_contentment_sentences.wav,10,2.8080153465270996,0.8474207520484924,15.52343463897705,4.104889430387408,4.408230723520186,4.624363335165956,Success
1,P1_mel_10dB_Stre,mel,8,20,75,1,1,0.3,1,Street Noise_downtown.wav,Street,emo_contentment_sentences.wav,10,2.1548054218292236,0.8100049495697021,15.025003433227539,3.881918326928114,4.210409697941009,4.568543445048391,Success
1,P1_log_10dB_Stre,log,8,20,75,1,1,0.3,1,Street Noise_downtown.wav,Street,emo_contentment_sentences.wav,10,2.1926863193511963,0.8160781860351562,15.095190048217773,3.8683250985341795,4.190267944198735,4.5710563925157235,Success
1,P1_linear_10dB_Stre,linear,8,20,75,1,1,0.3,1,Street Noise_downtown.wav,Street,emo_contentment_sentences.wav,10,2.1231396198272705,0.8250971436500549,14.862472534179688,4.008279097549362,4.3335921984906465,4.634182725191815,Success
1,P1_mel_15dB_PC F,mel,8,20,75,1,1,0.3,1,PC Fan Noise.wav,Stationary,emo_contentment_sentences.wav,15,3.040628433227539,0.8758697509765625,17.777545928955078,3.922431649798319,4.2388122625238065,4.60827410743406,Success
1,P1_log_15dB_PC F,log,8,20,75,1,1,0.3,1,PC Fan Noise.wav,Stationary,emo_contentment_sentences.wav,15,3.1083250045776367,0.8787994384765625,17.8158016204834,4.097125610351193,4.416479865602674,4.588456376055777,Success
1,P1_linear_15dB_PC F,linear,8,20,75,1,1,0.3,1,PC Fan Noise.wav,Stationary,emo_contentment_sentences.wav,15,3.227628231048584,0.8765408992767334,17.619218826293945,4.042617975639553,4.326226857490388,4.639932602930456,Success
1,P1_mel_15dB_Stre,mel,8,20,75,1,1,0.3,1,Street Noise_downtown.wav,Street,emo_contentment_sentences.wav,15,2.6308295726776123,0.8346474170684814,17.60494041442871,4.017634233878994,4.300143280691453,4.664038339913288,Success
1,P1_log_15dB_Stre,log,8,20,75,1,1,0.3,1,Street Noise_downtown.wav,Street,emo_contentment_sentences.wav,15,2.607285737991333,0.8219949007034302,17.533512115478516,3.8140983267815285,4.158294576640728,4.443565027663121,Success
1,P1_linear_15dB_Stre,linear,8,20,75,1,1,0.3,1,Street Noise_downtown.wav,Street,emo_contentment_sentences.wav,15,2.3874027729034424,0.8370504379272461,17.096647262573242,3.935886576095115,4.251786250109591,4.498635069020635,Success
2,P2_log_F0.002_0dB_PC F,log,8,20,75,1,1,0.002,1,PC Fan Noise.wav,Stationary,emo_contentment_sentences.wav,0,1.8959619998931885,0.7855553030967712,11.554595947265625,3.3682912070689057,3.6984144139875026,4.467830402127858,Success
2,P2_log_F0.1_0dB_PC F,log,8,20,75,1,1,0.1,1,PC Fan Noise.wav,Stationary,emo_contentment_sentences.wav,0,1.8193358182907104,0.7934688925743103,11.279019355773926,3.837246958692746,4.150288524098612,4.57524766592066,Success
2,P2_log_F0.3_0dB_PC F,log,8,20,75,1,1,0.3,1,PC Fan Noise.wav,Stationary,emo_contentment_sentences.wav,0,1.842395544052124,0.778541088104248,11.447893142700195,3.6611049397641593,4.016070299151146,4.475009996289838,Success
2,P2_log_F0.5_0dB_PC F,log,8,20,75,1,1,0.5,1,PC Fan Noise.wav,Stationary,emo_contentment_sentences.wav,0,2.0892152786254883,0.7982543706893921,11.660428047180176,3.513288919718422,3.8763604613573115,4.407895578348919,Success
2,P2_log_F0.8_0dB_PC F,log,8,20,75,1,1,0.8,1,PC Fan Noise.wav,Stationary,emo_contentment_sentences.wav,0,2.090426445007324,0.7909039258956909,11.7509126663208,3.8723455848659416,4.190295909120127,4.62596029793113,Success
2,P2_linear_F0.002_0dB_PC F,linear,8,20,75,1,1,0.002,1,PC Fan Noise.wav,Stationary,emo_contentment_sentences.wav,0,1.941654086112976,0.7770742177963257,11.450817108154297,3.2918405944512537,3.72240070218737,4.214123465779052,Success
2,P2_linear_F0.1_0dB_PC F,linear,8,20,75,1,1,0.1,1,PC Fan Noise.wav,Stationary,emo_contentment_sentences.wav,0,2.0818374156951904,0.7853339910507202,11.529656410217285,3.3558735892807667,3.7199518688607456,4.413308458795515,Success
